Date,Close
02/05/2017 20:00:00,12507.9
03/05/2017 20:00:00,12527.84
04/05/2017 20:00:00,12647.78
05/05/2017 20:00:00,12716.89
08/05/2017 20:00:00,12694.55
09/05/2017 20:00:00,12749.12
10/05/2017 20:00:00,12757.46
11/05/2017 20:00:00,12711.06
12/05/2017 20:00:00,12770.41
15/05/2017 20:00:00,12807.04
16/05/2017 20:00:00,12804.53
17/05/2017 20:00:00,12631.61
18/05/2017 20:00:00,12590.06
19/05/2017 20:00:00,12638.69
22/05/2017 20:00:00,12619.46
23/05/2017 20:00:00,12659.15
24/05/2017 20:00:00,12642.87
25/05/2017 20:00:00,12621.72
26/05/2017 20:00:00,12602.18
29/05/2017 20:00:00,12628.95
30/05/2017 20:00:00,12598.68
31/05/2017 20:00:00,12615.06
01/06/2017 20:00:00,12664.92
02/06/2017 20:00:00,12822.94
06/06/2017 20:00:00,12690.12
07/06/2017 20:00:00,12672.49
08/06/2017 20:00:00,12713.58
09/06/2017 20:00:00,12815.72
12/06/2017 20:00:00,12690.44
13/06/2017 20:00:00,12764.98
14/06/2017 20:00:00,12805.95
15/06/2017 20:00:00,12691.81
16/06/2017 20:00:00,12752.73
19/06/2017 20:00:00,12888.95
20/06/2017 20:00:00,12814.79
21/06/2017 20:00:00,12774.26
22/06/2017 20:00:00,12794
23/06/2017 20:00:00,12733.41
26/06/2017 20:00:00,12770.83
27/06/2017 20:00:00,12671.02
28/06/2017 20:00:00,12647.27
29/06/2017 20:00:00,12416.19
30/06/2017 20:00:00,12325.12
03/07/2017 20:00:00,12475.31
04/07/2017 20:00:00,12437.13
05/07/2017 20:00:00,12453.68
06/07/2017 20:00:00,12381.25
07/07/2017 20:00:00,12388.68
10/07/2017 20:00:00,12445.92
11/07/2017 20:00:00,12437.02
12/07/2017 20:00:00,12626.58
13/07/2017 20:00:00,12641.33
14/07/2017 20:00:00,12631.72
17/07/2017 20:00:00,12587.16
18/07/2017 20:00:00,12430.39
19/07/2017 20:00:00,12452.05
20/07/2017 20:00:00,12447.25
21/07/2017 20:00:00,12240.06
24/07/2017 20:00:00,12208.95
25/07/2017 20:00:00,12264.31
26/07/2017 20:00:00,12305.11
27/07/2017 20:00:00,12212.04
28/07/2017 20:00:00,12162.7
31/07/2017 20:00:00,12118.25
01/08/2017 20:00:00,12251.29
02/08/2017 20:00:00,12181.48
03/08/2017 20:00:00,12154.72
04/08/2017 20:00:00,12297.72
07/08/2017 20:00:00,12257.17
08/08/2017 20:00:00,12292.05
09/08/2017 20:00:00,12154
10/08/2017 20:00:00,12014.3
11/08/2017 20:00:00,12014.06
14/08/2017 20:00:00,12165.12
15/08/2017 20:00:00,12177.04
16/08/2017 20:00:00,12263.86
17/08/2017 20:00:00,12203.46
18/08/2017 20:00:00,12165.19
21/08/2017 20:00:00,12065.99
22/08/2017 20:00:00,12229.34
23/08/2017 20:00:00,12174.3
24/08/2017 20:00:00,12180.83
25/08/2017 20:00:00,12167.94
28/08/2017 20:00:00,12123.47
29/08/2017 20:00:00,11945.88
30/08/2017 20:00:00,12002.47
31/08/2017 20:00:00,12055.84
01/09/2017 20:00:00,12142.64
04/09/2017 20:00:00,12102.21
05/09/2017 20:00:00,12123.71
06/09/2017 20:00:00,12214.54
07/09/2017 20:00:00,12296.63
08/09/2017 20:00:00,12303.98
11/09/2017 20:00:00,12475.24
12/09/2017 20:00:00,12524.77
13/09/2017 20:00:00,12553.57
14/09/2017 20:00:00,12540.45
15/09/2017 20:00:00,12518.81
18/09/2017 20:00:00,12559.39
19/09/2017 20:00:00,12561.79
20/09/2017 20:00:00,12569.17
21/09/2017 20:00:00,12600.03
22/09/2017 20:00:00,12592.35
25/09/2017 20:00:00,12594.81
26/09/2017 20:00:00,12605.2
27/09/2017 20:00:00,12657.41
28/09/2017 20:00:00,12704.65
29/09/2017 20:00:00,12828.86
02/10/2017 20:00:00,12902.65
04/10/2017 20:00:00,12970.52
05/10/2017 20:00:00,12968.05
06/10/2017 20:00:00,12955.94
09/10/2017 20:00:00,12976.4
10/10/2017 20:00:00,12949.25
11/10/2017 20:00:00,12970.68
12/10/2017 20:00:00,12982.89
13/10/2017 20:00:00,12991.87
16/10/2017 20:00:00,13003.7
17/10/2017 20:00:00,12995.06
18/10/2017 20:00:00,13043.03
19/10/2017 20:00:00,12990.1
20/10/2017 20:00:00,12991.28
23/10/2017 20:00:00,13003.14
24/10/2017 20:00:00,13013.19
25/10/2017 20:00:00,12953.41
26/10/2017 20:00:00,13133.28
27/10/2017 20:00:00,13217.54
30/10/2017 20:00:00,13229.57
01/11/2017 20:00:00,13465.51
02/11/2017 20:00:00,13440.93
03/11/2017 20:00:00,13478.86
06/11/2017 20:00:00,13468.79
07/11/2017 20:00:00,13379.27
08/11/2017 20:00:00,13382.42
09/11/2017 20:00:00,13182.56
10/11/2017 20:00:00,13127.47
13/11/2017 20:00:00,13074.42
14/11/2017 20:00:00,13033.48
15/11/2017 20:00:00,12976.37
16/11/2017 20:00:00,13047.22
17/11/2017 20:00:00,12993.73
20/11/2017 20:00:00,13058.66
21/11/2017 20:00:00,13167.54
22/11/2017 20:00:00,13015.04
23/11/2017 20:00:00,13008.55
24/11/2017 20:00:00,13059.84
27/11/2017 20:00:00,13000.2
28/11/2017 20:00:00,13059.53
29/11/2017 20:00:00,13061.87
30/11/2017 20:00:00,13023.98
01/12/2017 20:00:00,12861.49
04/12/2017 20:00:00,13058.55
05/12/2017 20:00:00,13048.54
06/12/2017 20:00:00,12998.85
07/12/2017 20:00:00,13045.15
08/12/2017 20:00:00,13153.7
11/12/2017 20:00:00,13123.65
12/12/2017 20:00:00,13183.53
13/12/2017 20:00:00,13125.64
14/12/2017 20:00:00,13068.08
15/12/2017 20:00:00,13103.56
18/12/2017 20:00:00,13312.3
19/12/2017 20:00:00,13215.79
20/12/2017 20:00:00,13069.17
21/12/2017 20:00:00,13109.74
22/12/2017 20:00:00,13072.79
27/12/2017 20:00:00,13070.02
28/12/2017 20:00:00,12979.94
29/12/2017 20:00:00,12917.64
02/01/2018 20:00:00,12871.39
03/01/2018 20:00:00,12978.21
04/01/2018 20:00:00,13167.89
05/01/2018 20:00:00,13319.64
08/01/2018 20:00:00,13367.78
09/01/2018 20:00:00,13385.59
10/01/2018 20:00:00,13281.34
11/01/2018 20:00:00,13202.9
12/01/2018 20:00:00,13245.03
15/01/2018 20:00:00,13200.51
16/01/2018 20:00:00,13246.33
17/01/2018 20:00:00,13183.96
18/01/2018 20:00:00,13281.43
19/01/2018 20:00:00,13434.45
22/01/2018 20:00:00,13463.69
23/01/2018 20:00:00,13559.6
24/01/2018 20:00:00,13414.74
25/01/2018 20:00:00,13298.36
26/01/2018 20:00:00,13340.17
29/01/2018 20:00:00,13324.48
30/01/2018 20:00:00,13197.71
31/01/2018 20:00:00,13189.48
01/02/2018 20:00:00,13003.9
02/02/2018 20:00:00,12785.16
05/02/2018 20:00:00,12687.49
06/02/2018 20:00:00,12392.66
07/02/2018 20:00:00,12590.43
08/02/2018 20:00:00,12260.29
09/02/2018 20:00:00,12107.48
12/02/2018 20:00:00,12282.77
13/02/2018 20:00:00,12196.5
14/02/2018 20:00:00,12339.16
15/02/2018 20:00:00,12346.17
16/02/2018 20:00:00,12451.96
19/02/2018 20:00:00,12385.6
20/02/2018 20:00:00,12487.9
21/02/2018 20:00:00,12470.49
22/02/2018 20:00:00,12461.91
23/02/2018 20:00:00,12483.79
26/02/2018 20:00:00,12527.04
27/02/2018 20:00:00,12490.73
28/02/2018 20:00:00,12435.85
01/03/2018 20:00:00,12190.94
02/03/2018 20:00:00,11913.71
05/03/2018 20:00:00,12090.87
06/03/2018 20:00:00,12113.87
07/03/2018 20:00:00,12245.36
08/03/2018 20:00:00,12355.57
09/03/2018 20:00:00,12346.68
12/03/2018 20:00:00,12418.39
13/03/2018 20:00:00,12221.03
14/03/2018 20:00:00,12237.74
15/03/2018 20:00:00,12345.56
16/03/2018 20:00:00,12389.58
19/03/2018 20:00:00,12217.02
20/03/2018 20:00:00,12307.33
21/03/2018 20:00:00,12309.15
22/03/2018 20:00:00,12100.08
23/03/2018 20:00:00,11886.31
26/03/2018 20:00:00,11787.26
27/03/2018 20:00:00,11970.83
28/03/2018 20:00:00,11940.71
29/03/2018 20:00:00,12096.73
03/04/2018 20:00:00,12002.45
04/04/2018 20:00:00,11957.9
05/04/2018 20:00:00,12305.19
06/04/2018 20:00:00,12241.27
09/04/2018 20:00:00,12261.75
10/04/2018 20:00:00,12397.32
11/04/2018 20:00:00,12293.97
12/04/2018 20:00:00,12415.01
13/04/2018 20:00:00,12442.4
16/04/2018 20:00:00,12391.41
17/04/2018 20:00:00,12585.57
18/04/2018 20:00:00,12590.83
19/04/2018 20:00:00,12567.42
20/04/2018 20:00:00,12540.5
23/04/2018 20:00:00,12572.39
24/04/2018 20:00:00,12550.82
25/04/2018 20:00:00,12422.3
26/04/2018 20:00:00,12500.47
27/04/2018 20:00:00,12580.87
30/04/2018 20:00:00,12612.11
02/05/2018 20:00:00,12802.25
03/05/2018 20:00:00,12690.15
04/05/2018 20:00:00,12819.6
07/05/2018 20:00:00,12948.14
08/05/2018 20:00:00,12912.21
09/05/2018 20:00:00,12943.06
10/05/2018 20:00:00,13022.87
11/05/2018 20:00:00,13001.24
14/05/2018 20:00:00,12977.71
15/05/2018 20:00:00,12970.04
16/05/2018 20:00:00,12996.33
17/05/2018 20:00:00,13114.61
18/05/2018 20:00:00,13077.72
22/05/2018 20:00:00,13169.92
23/05/2018 20:00:00,12976.84
24/05/2018 20:00:00,12855.09
25/05/2018 20:00:00,12938.01
28/05/2018 20:00:00,12863.46
29/05/2018 20:00:00,12666.51
30/05/2018 20:00:00,12783.76
31/05/2018 20:00:00,12604.89
01/06/2018 20:00:00,12724.27
04/06/2018 20:00:00,12770.75
05/06/2018 20:00:00,12787.13
06/06/2018 20:00:00,12830.07
07/06/2018 20:00:00,12811.05
08/06/2018 20:00:00,12766.55
11/06/2018 20:00:00,12842.91
12/06/2018 20:00:00,12842.3
13/06/2018 20:00:00,12890.58
14/06/2018 20:00:00,13107.1
15/06/2018 20:00:00,13010.55
18/06/2018 20:00:00,12834.11
19/06/2018 20:00:00,12677.97
20/06/2018 20:00:00,12695.16
21/06/2018 20:00:00,12511.91
22/06/2018 20:00:00,12579.72
25/06/2018 20:00:00,12270.33
26/06/2018 20:00:00,12234.34
27/06/2018 20:00:00,12348.61
28/06/2018 20:00:00,12177.23
29/06/2018 20:00:00,12306
02/07/2018 20:00:00,12238.17
