"spec1norm","spec1std","spec1ged","spec1snorm","spec1sstd","spec1sged","spec1ghyp","spec1nig","spec1ghst","spec1jsu","spec2norm","spec2std","spec2ged","spec2snorm","spec2sstd","spec2sged","spec2ghyp","spec2nig","spec2ghst","spec2jsu","spec3norm","spec3std","spec3ged","spec3snorm","spec3sstd","spec3sged","spec3ghyp","spec3nig","spec3ghst","spec3jsu","Date"
-0.0148193930041579,-0.0147834852455827,-0.0148048732821402,-0.0151783495780816,-0.0152020090312242,-0.0152326281374805,-0.0152470570614324,-0.0152314995262989,-0.0154441581484384,-0.0152082396705245,-0.0167083814095247,-0.0168171884093177,-0.0167618996104101,-0.0174446965648301,-0.0175914715141645,-0.01768418126428,-0.017490579139355,-0.0176447811613908,-0.0239614043620206,-0.0174019137710631,-0.0159359800679995,-0.0159577197249245,-0.0159505897483797,-0.0164754672642003,-0.0165303172033407,-0.0165242866918808,-0.0165129124732716,-0.0164707664657201,-0.0385422802961351,-0.0164734013051257,2019-05-08
-0.0134726007916362,-0.0134521597625152,-0.0134919363219826,-0.0140608620165871,-0.013960543961345,-0.0140762889826545,-0.014001697386244,-0.0139711441783588,-0.0141647543260404,-0.0139681227333149,-0.0153608290049715,-0.015333291865711,-0.0153249320948415,-0.0162178637675878,-0.0162808216515036,-0.0163581409845236,-0.0162457681162529,-0.0161175471594637,-0.0225746351555583,-0.0159742486583688,-0.0146849623957681,-0.0146948156226304,-0.014693274364761,-0.0153021100233264,-0.0153378118358731,-0.0153359294670528,-0.0153105255308039,-0.0152664619405864,-0.0176867769199513,-0.0152658325991163,2019-05-09
-0.0149735004278479,-0.014917761484059,-0.0149837225806959,-0.0153401242436199,-0.0153494367081803,-0.0153476827711246,-0.0153262480740575,-0.0153402145153719,-0.01567941430082,-0.0153286795904402,-0.0175997490273856,-0.0178646665875035,-0.0176920513004802,-0.0188145628614567,-0.0185049762805241,-0.0188167310749019,-0.016204054163598,-0.0184064324753983,-0.0252505887086078,-0.0188585146107295,-0.0163701277492873,-0.0164378797110924,-0.0164001697816248,-0.0169234789630495,-0.0170075461832099,-0.0169808650370845,-0.0169805031794946,-0.0169324808557613,-0.0306408192828395,-0.0169092139380823,2019-05-10
